Province_State,Country_Region,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Tochigi,Japan,4638,70,4349.0,219.0,239.81509728592184,1.5092712376024149
Tokushima,Japan,535,18,445.0,72.0,73.4913328305702,3.364485981308411
Tokyo,Japan,120986,1770,115690.0,3526.0,869.1109036976184,1.462979187674607
Tolima,Colombia,66546,2150,63596.0,800.0,5002.755251705212,3.2308478345805907
Tomsk Oblast,Russia,31387,356,30294.0,737.0,2910.8394851059093,1.1342275464364229
Toscana,Italy,195374,5348,161919.0,28107.0,5238.413026883821,2.737314074544208
Tottori,Japan,260,2,205.0,53.0,46.79979408090605,0.7692307692307693
Toyama,Japan,938,29,887.0,22.0,89.88962167777349,3.091684434968017
Tripura,India,33517,392,33065.0,60.0,803.8046963471097,1.1695557478294596
Tula Oblast,Russia,36235,1545,33660.0,1030.0,2428.855351223812,4.263833310335311
Turks and Caicos Islands,United Kingdom,2329,17,2268.0,44.0,6015.290045973449,0.7299270072992701
Tver Oblast,Russia,37394,731,35340.0,1323.0,2912.593379563244,1.954859068299728
Tyumen Oblast,Russia,33599,386,31669.0,1544.0,909.9501679124688,1.1488437155867737
Tyva Republic,Russia,15761,197,14907.0,657.0,4898.950025177016,1.2499206903115283
Udmurt Republic,Russia,30672,756,27275.0,2641.0,2027.1717147683744,2.464788732394366
Ulyanovsk Oblast,Russia,50824,969,47488.0,2367.0,4076.950597536695,1.9065795687076967
Umbria,Italy,50908,1256,44846.0,4806.0,5771.783926577213,2.467195725622692
Unknown,Afghanistan,56454,2484,51550.0,2420.0,145.02030795507056,4.400042512488043
Unknown,Albania,125157,2235,91271.0,31651.0,4349.051358676767,1.7857570890960952
Unknown,Algeria,117192,3093,81538.0,32561.0,267.2501997272904,2.639258652467745
Unknown,Andorra,12010,115,11315.0,580.0,15543.907331909662,0.9575353871773522
Unknown,Angola,22311,537,20493.0,1281.0,67.88419056279831,2.406884496436735
Unknown,Antigua and Barbuda,1136,28,820.0,288.0,1160.0359447757537,2.464788732394366
Unknown,Argentina,2348821,55858,2102616.0,190347.0,5196.99218800907,2.378129282733763
Unknown,Armenia,192639,3515,173064.0,16060.0,6500.971573625303,1.8246564818131323
Unknown,Austria,546229,9339,501116.0,35774.0,6064.8982945461,1.7097224790335188
Unknown,Azerbaijan,261713,3567,238125.0,20021.0,2581.206064595985,1.362943376905236
Unknown,Bahamas,9119,188,8597.0,334.0,2318.892912360648,2.061629564645246
Unknown,Bahrain,144445,521,135315.0,8609.0,8488.860079114565,0.3606909204195369
Unknown,Bangladesh,611295,9046,542099.0,60150.0,371.180575738753,1.4798092573961834
Unknown,Barbados,3652,42,3465.0,145.0,1270.8310859481298,1.1500547645125958
Unknown,Belarus,321807,2247,312320.0,7240.0,3405.609778734366,0.6982446000242382
Unknown,Belize,12456,317,12090.0,49.0,3132.6313248042734,2.5449582530507384
Unknown,Benin,7100,90,6452.0,558.0,58.56540493688217,1.267605633802817
Unknown,Bhutan,873,1,869.0,3.0,113.13976454487488,0.1145475372279496
Unknown,Bolivia,272411,12257,221962.0,38192.0,2333.678773521423,4.499451196904677
Unknown,Bosnia and Herzegovina,169626,6599,130492.0,32535.0,5170.239711778933,3.8903234174006345
Unknown,Botswana,39848,568,36958.0,2322.0,1694.4878541434114,1.4254165830154588
Unknown,Brunei,212,3,194.0,15.0,48.4590258364325,1.4150943396226414
Unknown,Bulgaria,342633,13197,259561.0,69875.0,4931.074506598239,3.851643011618846
Unknown,Burkina Faso,12717,146,12385.0,186.0,60.83734809439936,1.1480695132499803
Unknown,Burma,142434,3206,131800.0,7428.0,261.78007584443344,2.250867068256175
Unknown,Burundi,2810,6,773.0,2031.0,23.631753036238745,0.2135231316725978
Unknown,Cabo Verde,17470,168,16277.0,1025.0,3142.15414721181,0.961648540354894
Unknown,Cambodia,2440,11,1191.0,1238.0,14.594199607140894,0.4508196721311475
Unknown,Cameroon,47669,721,35261.0,11687.0,179.57223015984712,1.5125133734712286
Unknown,Central African Republic,5161,67,4957.0,137.0,106.85822330035174,1.2981980236388295
Unknown,Chad,4533,164,4140.0,229.0,27.596730253194064,3.617913081844253
Unknown,Comoros,3696,146,3525.0,25.0,425.02544287858143,3.95021645021645
Unknown,Congo (Brazzaville),9681,135,8208.0,1338.0,175.44107637205033,1.394484040904865
Unknown,Congo (Kinshasa),28142,743,25444.0,1955.0,31.42201745743066,2.640181934475162
Unknown,Costa Rica,216764,2957,192699.0,21108.0,4255.185494474604,1.364156409735934
Unknown,Cote d'Ivoire,43889,244,40254.0,3391.0,166.38313157323594,0.5559479596254187
Unknown,Croatia,271632,5947,254379.0,11306.0,6616.669118800526,2.189359132944572
Unknown,Cuba,75263,424,70614.0,4225.0,664.4791348095495,0.5633578252262068
Unknown,Cyprus,46105,257,2057.0,43791.0,3818.6590423245407,0.5574232729638868
Unknown,Czechia,1532332,26421,1366461.0,139450.0,14308.848404077997,1.7242346958753063
Unknown,Denmark,230603,2419,218985.0,9199.0,3950.566820158867,1.04898895504395
Unknown,Djibouti,8002,70,6460.0,1472.0,809.9173888311967,0.8747813046738315
Unknown,Dominica,161,0,153.0,8.0,223.6390659943604,0.0
Unknown,Dominican Republic,252727,3325,212156.0,37246.0,2329.7311628126504,1.3156489017793904
Unknown,El Salvador,64726,2006,61640.0,1080.0,997.9030868762778,3.0992182430553408
Unknown,Equatorial Guinea,6914,102,6495.0,317.0,492.8064091918303,1.4752675730402085
Unknown,Eritrea,3285,10,3029.0,246.0,92.62843983536104,0.30441400304414
Unknown,Estonia,106424,902,81859.0,23663.0,8022.68157965955,0.8475531834924454
Unknown,Eswatini,17337,667,16528.0,142.0,1494.357694257019,3.8472630789640654
Unknown,Ethiopia,206589,2865,158109.0,45615.0,179.69951406264016,1.3868114952877453
Unknown,Fiji,67,2,64.0,1.0,7.473974949913212,2.985074626865672
Unknown,Finland,77452,844,46000.0,30608.0,1397.869373608258,1.0897071734751846
Unknown,France,4611392,95052,264511.0,4251829.0,7067.284437757191,2.0612431127087008
Unknown,Gabon,19550,118,16609.0,2823.0,878.3642924921644,0.6035805626598465
Unknown,Gambia,5459,165,5070.0,224.0,225.88990443023937,3.022531599193992
Unknown,Georgia,281761,3778,273167.0,4816.0,7063.139621600958,1.3408527085011763
Unknown,Ghana,90583,743,88065.0,1775.0,291.517266869941,0.8202422088029763
Unknown,Greece,263689,8093,93764.0,161832.0,2529.862642971505,3.069145849845841
Unknown,Grenada,155,1,152.0,2.0,137.7545125712102,0.6451612903225806
Unknown,Guatemala,193834,6840,177235.0,9759.0,1081.9305914236486,3.528792678271098
Unknown,Guinea,19908,125,16619.0,3164.0,151.59000462354084,0.6278882861161342
Unknown,Guinea-Bissau,3650,63,2972.0,615.0,185.46766815819936,1.726027397260274
Unknown,Guyana,10249,231,9098.0,920.0,1303.0173197433378,2.2538784271636256
Unknown,Haiti,12758,252,11043.0,1463.0,111.88742010218256,1.97523122746512
Unknown,Holy See,27,0,15.0,12.0,3337.453646477132,0.0
Unknown,Honduras,189043,4605,72732.0,111706.0,1908.636868819039,2.435953724813931
Unknown,Hungary,652433,20737,406935.0,224761.0,6753.720103308886,3.1784106567264376
Unknown,Iceland,6205,29,6058.0,118.0,1818.3150183150185,0.467365028203062
Unknown,Indonesia,1511712,40858,1348330.0,122524.0,552.6806037713284,2.7027634893418853
Unknown,Iran,1885564,62665,1617333.0,205566.0,2244.9073793131192,3.3234088050047625
Unknown,Iraq,850924,14323,759560.0,77041.0,2115.542138190654,1.68322905453366
Unknown,Ireland,235854,4687,23364.0,207803.0,4776.503525054498,1.98724634731656
Unknown,Israel,833105,6209,819665.0,7231.0,9625.106044786802,0.7452842078729572
Unknown,Jamaica,39237,596,17598.0,21043.0,1325.0545985172707,1.5189744373932768
Unknown,Jordan,611577,6858,513144.0,91575.0,5994.00772703305,1.1213632952187542
Unknown,Kazakhstan,297472,5912,268564.0,22996.0,1584.2607545614894,1.9874139414802063
Unknown,Kenya,134058,2153,92679.0,39226.0,249.31143565433604,1.6060212743737785
Unknown,Kiribati,0,0,0.0,0.0,0.0,0.0
Unknown,Kosovo,89181,1866,74186.0,13129.0,4926.130959154116,2.0923739361523195
Unknown,Kuwait,232103,1313,216580.0,14210.0,5434.950848401018,0.5656971258449912
Unknown,Kyrgyzstan,88538,1500,84897.0,2141.0,1357.072470747714,1.6941878063656284
Unknown,Laos,49,0,45.0,4.0,0.6734880468241877,0.0
Unknown,Latvia,102363,1899,93631.0,6833.0,5426.937305760464,1.8551625098912687
Unknown,Lebanon,468400,6234,370687.0,91479.0,6862.559230596348,1.3309137489325362
Unknown,Lesotho,10706,315,4471.0,5920.0,499.7544639939652,2.942275359611433
Unknown,Liberia,2053,85,1899.0,69.0,40.5917578366511,4.140282513395031
Unknown,Libya,158957,2667,147147.0,9143.0,2313.35119607142,1.6778122385299168
Unknown,Liechtenstein,2753,56,2568.0,129.0,7218.711487531793,2.03414456956048
Unknown,Lithuania,216119,3574,199023.0,13522.0,7938.864728274824,1.6537185532044845
Unknown,Luxembourg,61642,746,57092.0,3804.0,9847.342390123584,1.2102138152558322
Unknown,Madagascar,24426,418,21908.0,2100.0,88.20910490870705,1.711291247031851
Unknown,Malawi,33551,1117,30272.0,2162.0,175.38462583942305,3.3292599326398618
Unknown,Maldives,24079,67,21155.0,2857.0,4454.602972571974,0.2782507579218406
Unknown,Mali,10042,385,6830.0,2827.0,49.58808116248447,3.833897629954192
Unknown,Malta,29033,392,27812.0,829.0,6575.410099674094,1.3501877174249992
Unknown,Marshall Islands,4,0,4.0,0.0,6.847790731515245,0.0
Unknown,Mauritania,17847,449,17093.0,305.0,383.83451693242085,2.515828990866813
Unknown,Mauritius,1028,12,643.0,373.0,80.83241662977574,1.1673151750972763
Unknown,Micronesia,1,0,1.0,0.0,0.8786188112287484,0.0
Unknown,Moldova,230241,4960,207852.0,17429.0,5707.56350516849,2.15426444464713
Unknown,Monaco,2288,28,2115.0,145.0,5830.190602385078,1.2237762237762235
Unknown,Mongolia,8841,8,5070.0,3763.0,269.6831154759857,0.0904875014138672
Unknown,Montenegro,91218,1274,83498.0,6446.0,14523.725364693297,1.396654169133285
Unknown,Morocco,496097,8818,483363.0,3916.0,1344.0517480120457,1.7774749696127976
Unknown,Mozambique,67579,775,56409.0,10395.0,216.21519585313723,1.146805960431495
Unknown,Namibia,44139,523,41848.0,1768.0,1737.129444656966,1.1848931783683363
Unknown,Nepal,277309,3030,272786.0,1493.0,951.7480432310912,1.0926439459231398
Unknown,New Zealand,2501,26,2408.0,67.0,51.86393938243963,1.0395841663334666
Unknown,Nicaragua,6677,178,4225.0,2274.0,100.7916910330869,2.665867904747641
Unknown,Niger,5001,186,4590.0,225.0,20.65962407994237,3.719256148770246
Unknown,Nigeria,162891,2057,151648.0,9186.0,79.01975664674248,1.2628076443756868
Unknown,North Macedonia,130022,3781,106979.0,19262.0,6240.9162034770425,2.9079694205595974
Unknown,Norway,96079,673,17998.0,77408.0,1772.2691589860774,0.7004652421444852
Unknown,Oman,159218,1678,143966.0,13574.0,3117.8732242174965,1.0539009408483966
Unknown,Palau,0,0,0.0,0.0,0.0,0.0
Unknown,Panama,355051,6114,343904.0,5033.0,8228.739065460763,1.7220061343299975
Unknown,Papua New Guinea,5991,60,846.0,5085.0,66.9607904391034,1.0015022533800702
Unknown,Paraguay,214667,4206,175614.0,34847.0,3009.6894089474563,1.9593137277737147
Unknown,Philippines,747288,13297,603746.0,130245.0,681.9498091299242,1.7793675263084647
Unknown,Poland,2321717,53045,1861925.0,406747.0,6134.544961166266,2.284731515512011
Unknown,Portugal,821722,16848,778210.0,26664.0,8058.699735120368,2.05032845658264
Unknown,Qatar,179964,291,164121.0,15552.0,6246.450959022027,0.1616990064679602
Unknown,Romania,952803,23538,850672.0,78593.0,4952.795248408826,2.4703952443474675
Unknown,Rwanda,21783,307,20182.0,1294.0,168.17980624000123,1.4093559197539365
Unknown,Saint Kitts and Nevis,44,0,43.0,1.0,82.7192058956234,0.0
Unknown,Saint Lucia,4238,60,4142.0,36.0,2307.914327257677,1.4157621519584709
Unknown,Saint Vincent and the Grenadines,1748,10,1587.0,151.0,1575.5270534579574,0.5720823798627003
Unknown,Samoa,3,0,2.0,1.0,1.5295977158007443,0.0
Unknown,San Marino,4732,84,4128.0,520.0,13943.0726619129,1.7751479289940828
Unknown,Sao Tome and Principe,2223,34,2092.0,97.0,1014.32280378352,1.5294646873594242
Unknown,Saudi Arabia,390007,6669,378083.0,5255.0,1120.263370914814,1.7099693082431853
Unknown,Senegal,38705,1051,37321.0,333.0,231.1583959082485,2.7154114455496705
Unknown,Serbia,600596,5308,0.0,595288.0,6873.876235068447,0.8837887698219768
Unknown,Seychelles,4114,20,3745.0,349.0,4183.4451901566,0.4861448711716091
Unknown,Sierra Leone,3980,79,2812.0,1089.0,49.89353747061077,1.984924623115578
Unknown,Singapore,60381,30,60149.0,202.0,1032.093331963613,0.0496845034033884
Unknown,Slovakia,707876,9719,255300.0,442857.0,12965.6096561625,1.3729805785194018
Unknown,Slovenia,215602,4047,198524.0,13031.0,10370.805779121203,1.877069785994564
Unknown,Solomon Islands,19,0,18.0,1.0,2.9102806429575803,0.0
Unknown,Somalia,11398,529,4819.0,6050.0,71.71611993769167,4.641165116687138
Unknown,South Africa,1548157,52846,1474319.0,20992.0,2610.337540754989,3.413478090400392
Unknown,South Korea,103639,1735,95439.0,6465.0,202.14677499346928,1.674080220766314
Unknown,South Sudan,10165,109,9668.0,388.0,90.80977393681766,1.072306935563207
Unknown,Sri Lanka,92706,568,89251.0,2887.0,432.9375503484992,0.6126895778051044
Unknown,Summer Olympics 2020,0,0,0.0,0.0,0.0,0.0
Unknown,Suriname,9122,177,8598.0,347.0,1554.972947357296,1.9403639552729663
Unknown,Switzerland,601124,10297,317600.0,273227.0,6945.702282873722,1.7129577258602218
Unknown,Taiwan,1030,10,981.0,39.0,4.324682917817379,0.970873786407767
Unknown,Tajikistan,13714,91,13218.0,405.0,143.78816063760834,0.6635554907393904
Unknown,Tanzania,509,21,183.0,305.0,0.852107987092757,4.12573673870334
Unknown,Thailand,28863,94,26873.0,1896.0,41.351015898601,0.325676471607248
Unknown,Timor-Leste,604,0,189.0,415.0,45.81164738380604,0.0
Unknown,Togo,10249,109,7815.0,2325.0,123.7990770814437,1.0635183920382476
Unknown,Tonga,0,0,0.0,0.0,0.0,0.0
Unknown,Trinidad and Tobago,8026,142,7615.0,269.0,573.494220398702,1.769249937702467
Unknown,Tunisia,254018,8812,217293.0,27913.0,2149.303751081556,3.469045500712548
Unknown,Turkey,3317182,31537,3014226.0,271419.0,3933.1499837435954,0.9507166022244182
Unknown,Uganda,40867,335,40449.0,83.0,89.34435189436174,0.8197323023466366
Unknown,United Arab Emirates,461444,1497,445355.0,14592.0,4665.574698697727,0.3244163972226315
Unknown,Uruguay,105549,974,83380.0,21195.0,3038.494389455476,0.9227941524789436
Unknown,Uzbekistan,82869,629,80983.0,1257.0,247.59779880002503,0.75902931132269
Unknown,Vanuatu,3,0,1.0,2.0,1.0250102501025011,0.0
Unknown,Venezuela,160497,1602,147846.0,11049.0,564.4159576490922,0.9981494981214604
Unknown,Vietnam,2603,35,2359.0,209.0,2.6741708372722046,1.3446023818670765
Unknown,West Bank and Gaza,242353,2627,215429.0,24297.0,4750.700589797029,1.0839560475834835
Unknown,Zambia,88418,1208,84592.0,2618.0,480.9519779094337,1.3662376439186592
Unknown,Zimbabwe,36882,1523,34686.0,673.0,248.147622604888,4.12938560815574
Uppsala,Sweden,29210,499,0.0,28711.0,7612.46035448369,1.7083190688120506
Utah,United States,384766,2122,281886.4776637789,100757.5223362211,10984.255886433422,0.6932398628452672
Utrecht,Netherlands,99561,1190,0.0,98371.0,7348.575545048323,1.1952471349223088
Uttar Pradesh,India,617194,8811,598535.0,9848.0,259.4530561225074,1.4275900284189411
Uttarakhand,India,100411,1717,96831.0,1863.0,892.4741561932432,1.709972015018275
Valle d'Aosta,Italy,9298,425,7971.0,902.0,7398.978243916414,4.570875457087546
Valle del Cauca,Colombia,208396,6565,197183.0,4648.0,4655.972024309824,3.150252404076854
Valparaiso,Chile,65910,1881,59803.0,4226.0,3629.601156890625,2.853891670459718
Varmland,Sweden,12335,184,0.0,12151.0,4367.701317923333,1.4916903121199838
Vasterbotten,Sweden,18195,168,0.0,18027.0,6695.837136043807,0.9233305853256388
Vasternorrland,Sweden,17608,428,0.0,17180.0,7176.77411991995,2.430713312130849
Vastmanland,Sweden,20948,332,0.0,20616.0,7594.119886167957,1.5848768378842848
Vastra Gotaland,Sweden,143550,2212,0.0,141338.0,8317.49118276405,1.5409265064437478
Vaupes,Colombia,1161,13,1141.0,7.0,2845.797485109199,1.119724375538329
Veneto,Italy,382838,10625,333516.0,38697.0,7803.697378682692,2.7753253334308505
Vermont,United States,19263,227,14023.45519283641,5012.54480716359,2926.882032873608,0.9454992369340142
Vichada,Colombia,1440,23,1397.0,20.0,1335.7079252003562,1.5972222222222223
Victoria,Australia,20484,820,19664.0,0.0,308.9639361076336,4.003124389767623
Vinnytsia Oblast,Ukraine,57101,1059,35058.0,20984.0,3659.396280682956,1.8546085007267823
Virgin Islands,United States,2907,26,2122.377306711583,758.6226932884169,2710.0346794943507,0.8943928448572411
Virginia,United States,618323,10210,447985.1548477268,160127.8451522732,7692.123742521058,2.0078044300544082
Vladimir Oblast,Russia,29981,997,27038.0,1946.0,2175.1574542365183,3.325439444981822
Volgograd Oblast,Russia,53623,955,51314.0,1354.0,2126.8199118224265,1.7809522033455794
Vologda Oblast,Russia,42714,902,39805.0,2007.0,3630.016087513353,2.111719810834855
Volyn Oblast,Ukraine,46674,768,40552.0,5354.0,4508.12784329634,1.6454557141020696
Voronezh Oblast,Russia,75155,2401,69769.0,2985.0,3220.328670202008,3.194730889495044
W.P. Kuala Lumpur,Malaysia,37819,118,36631.0,1070.0,2126.57444894287,0.31201248049922
W.P. Labuan,Malaysia,2327,12,2282.0,33.0,2341.046277665996,0.5156854318865493
W.P. Putrajaya,Malaysia,1142,8,1102.0,32.0,1083.4914611005693,0.7005253940455342
Wakayama,Japan,1287,18,1151.0,118.0,139.1452137614292,1.3986013986013983
Wales,United Kingdom,209345,5507,0.0,203838.0,6670.012107308991,2.630585874991044
Wallis and Futuna,France,401,4,44.0,353.0,2622.800706390215,0.9975062344139652
Walloon Brabant,Belgium,34071,0,0.0,34071.0,8391.479216489868,0.0
Washington,United States,363006,5243,263557.123353369,94205.87664663099,4875.067542910661,1.3762355308904959
West Bengal,India,586915,10329,570811.0,5775.0,589.2170533509305,1.7598800507739625
West Flanders,Belgium,79930,0,0.0,79930.0,6655.592054590344,0.0
West Virginia,United States,141738,2676,102444.30164037702,36617.698359622984,7663.335568973035,1.8154644888313154
Western Australia,Australia,944,9,918.0,17.0,35.88534934995818,0.9533898305084746
Wisconsin,United States,635356,7275,462695.19652090175,165385.80347909828,10691.859921323237,1.253349229494467
Wyoming,United States,56310,700,40966.81778071196,14643.182219288046,9234.30669675465,1.3878989095496446
Xinjiang,China,980,3,977.0,0.0,3.7907586333077328,0.3061224489795918
Yamagata,Japan,948,17,596.0,335.0,87.96788615396608,1.7932489451476794
Yamaguchi,Japan,1418,43,1349.0,26.0,104.39243309460988,3.0324400564174896
Yamalo-Nenets Autonomous Okrug,Russia,37991,407,36554.0,1030.0,7054.351802163971,1.0713063620331131
Yamanashi,Japan,969,19,938.0,12.0,119.48860357405334,1.96078431372549
Yaroslavl Oblast,Russia,36094,482,34427.0,1185.0,2851.73866462719,1.3354020058735523
Yukon,Canada,74,1,71.0,2.0,172.1490717908156,1.351351351351351
Yunnan,China,247,2,230.0,15.0,0.5232022511168727,0.8097165991902834
Zabaykalsky Krai,Russia,41050,590,39556.0,904.0,3826.414095372322,1.4372716199756397
Zakarpattia Oblast,Ukraine,54045,1306,40720.0,12019.0,4300.200031508543,2.416504764548062
Zaporizhia Oblast,Ukraine,78386,1415,69207.0,7764.0,4595.166241068895,1.8051692904345165
Zeeland,Netherlands,20788,222,0.0,20566.0,5420.769359145527,1.0679238021935733
Zhejiang,China,1323,1,1320.0,2.0,2.049015676410276,0.0755857898715041
Zhytomyr Oblast,Ukraine,71032,1202,51438.0,18392.0,5821.374159661627,1.692195067012051
Zuid-Holland,Netherlands,300189,3994,0.0,296195.0,8094.192675808425,1.330495121406847
